id,label,name,description,hassteptype,businessstepinhouse,businessstepinlegislature,memberof,actualisationnote,linknote,datenote,actualisedalongside,source,triplestoreid
4690,Motion to suspend standing orders in relation to legislative consent motions tabled (Scottish Parliament),Motion to suspend standing orders in relation to legislative consent motions tabled,,1,,2,,,,,,,UcZWozIU
4691,Motion to suspend standing orders in relation to legislative consent motions withdrawn (Scottish Parliament),Motion to suspend standing orders in relation to legislative consent motions withdrawn,,1,,2,,,,,,,DJoASuhu
4692,Motion to suspend standing orders in relation to legislative consent motions falls at dissolution (Scottish Parliament),Motion to suspend standing orders in relation to legislative consent motions falls at dissolution,,1,,2,,,,,,,Cirip7VH
4693,Question put on motion to suspend standing orders in relation to legislative consent motions (Scottish Parliament),Question put on motion to suspend standing orders in relation to legislative consent motions,,1,,2,,,,,,,moc6PieH
4694,Motion to suspend standing orders in relation to legislative consent motions agreed to (Scottish Parliament),Motion to suspend standing orders in relation to legislative consent motions agreed to,,1,,2,,,,,,,OMg9irIF
4695,Motion to suspend standing orders in relation to legislative consent motions not agreed to (Scottish Parliament),Motion to suspend standing orders in relation to legislative consent motions not agreed to,,1,,2,,,,,,,2VccGgrS
4697,Debate on motion to suspend standing orders in relation to legislative consent motions (Scottish Parliament),Debate on motion to suspend standing orders in relation to legislative consent motions,,1,,2,,,,,,,NP1kOPZL
4698,Ministerial statement announcing the laying of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement (House of Commons),Ministerial statement announcing the laying of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement,"Under section 42 of the Agriculture Act 2020, a free trade agreement that includes measures applicable to trade in agricultural products may not be laid before Parliament under Part 2 of the Constitutional Reform and Governance Act 2010 unless the Secretary of State has first laid a report complying with subsection (2) before Parliament. A written statement may be made announcing the report has been laid. ",1,1,,4,The prompt for this step would be seeing the laying of the report under Other Papers in the Commons Votes and Proceedings. ,WMS,Date of statement,,,ExqXeUcx
4699,Ministerial statement announcing the laying of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement (House of Lords),Ministerial statement announcing the laying of a report pursuant to Section 42 of the Agriculture Act 2020 on a free trade agreement,"Under section 42 of the Agriculture Act 2020, a free trade agreement that includes measures applicable to trade in agricultural products may not be laid before Parliament under Part 2 of the Constitutional Reform and Governance Act 2010 unless the Secretary of State has first laid a report complying with subsection (2) before Parliament. A written statement may be made announcing the report has been laid. ",1,2,,4,The prompt for this step would be seeing the laying of the report under Other Papers in the Lords Papers section of Lords Business. ,WMS ,Date of statement,,,jOWkVKpQ
4706,Urgent question on the remedial order (House of Commons),Urgent question on the remedial order,"If an urgent or important matter arises which an MP believes requires an immediate answer from a government minister, they may apply to ask an urgent question.",1,1,,4,This step was added after an urgent question on a remedial order in December 2025.  It is not usual practice to add such a step if it is not part of the procedure. What is part of a specific procedure and what is procedurally possible within the Chamber are not always mutually exclusive. ,Commons Hansard url,Date the question took place,,1575,CcSFGzyu
4752,Instrument under Section 55(3) in conjunction with Section 56(5) of the Sanctions and Anti-Money Laundering Act 2018 made (signed into law),Instrument under Section 55(3) in conjunction with Section 56(5) of the Sanctions and Anti-Money Laundering Act 2018 made (signed into law),"A statutory instrument is ‘made’ when signed by the minister (or person with authority under the Act); in other words, the instrument is not in draft.",1,,,4,We actualise this at the start of procedure only for instruments under Section 55(3) in conjunction with Section 56(5) of the Sanctions and Anti-Money Laundering Act 2018. It replaces the usual made step. ,Statutory instrument (intro page),Date made,,,m3zyZQB2
4771,"Considered by the Science, Innovation and Technology Committee (House of Commons)","Considered by the Science, Innovation and Technology Committee","Consideration completed by the Science, Innovation and Technology Committee within the terms of the Standing Order pertaining to European instruments. ",1,1,,,"Depending on the decision of the committee, we may or may not see a report. Where the committee has not upgraded to the affirmative procedure we will see notice in the V&P under the heading of that committee. Where the committee has upgraded to the affirmative we would expect to see a report.",Depends on the outcome of the committee consideration,Date the committee met - V&P entry,"4772, 4773",,lbj1D51W
