id,label,name,hassteptype,description,triplestoreid
3067,PNSI AB Summation,PNSI AB,11,Committee decision made but not recorded,8srnzfwt
3068,PNSI AC Summation,PNSI AC,11,Committee decision made but not recorded,18tDqD4u
3071,TREATY LORDS AA EQUALS,TREATY LORDS AA,10,,mlmlbbKX
3072,TREATY LORDS AB EQUALS,TREATY LORDS AB,10,,qaNWJ0Oi
3073,TREATY LORDS AC EQUALS,TREATY LORDS AC,10,,iqDn31FM
3074,TREATY LORDS AA SUM,TREATY LORDS AA,8,,eadiDxFW
3075,TREATY LORDS AB SUM,TREATY LORDS AB,8,,TxtccAo4
3076,TREATY LORDS AC Summation,TREATY LORDS AC,11,Committee decision made but not recorded,X1xN7MES
3077,TREATY LORDS AD Summation,TREATY LORDS AD,11,Can be allocated to the EU Committee or to an EU sub-committee,Teub9sw4
3078,TREATY LORDS AE Summation,TREATY LORDS AE,11,Committee decision made but not recorded,IWWK2xk7
3079,TREATY LORDS AC SUM,TREATY LORDS AC,8,,qKsC3VsO
3080,DA AQ Summation,DA AQ,11,A debate can take place,ARlHPbrb
3081,EVEL CERT AA EQUALS,EVEL CERT AA,10,,6AUTpyp3
3082,EVEL CERT AA SUM,EVEL CERT AA,8,,2LZ1doNS
3083,EVEL CERT AB SUM,EVEL CERT AB,8,,vqO3TDj7
3084,EVEL CERT AC SUM,EVEL CERT AC,8,,iv8CM3uM
3085,EVEL CERT AA Summation,EVEL CERT AA,11,Considered for EVEL but decision not recorded,ikMtWvXF
3086,TREATY BAT AI Decision,TREATY BAT AI,2,,UmuDYiEB
3088,TREATY BAT AA Summation,TREATY BAT AA,11,Committee decision made but not recorded,PYU6d0Uq
3089,TREATY BAT AA EQUALS,TREATY BAT AA,10,,SaLPJ2q5
3090,TREATY BAT AA SUM,TREATY BAT AA,8,,iRizTFGK
3091,TREATY BAT AH NOT,TREATY BAT AH,3,,v6uQEkMd
3092,LROCPD BG AND,LROCPD BG,4,,c8ZaESQk
3093,LROCPD BH AND,LROCPD BH,4,,i1zOjVWC
3094,LROCPD BI AND,LROCPD BI,4,,qOwlNyJp
3095,TREATY IAC+EAC AA Summation,TREATY IAC+EAC AA,11,Treaty has been laid and has not yet been considered by a committee,xeJaE5f8
3096,TREATY IAC+EAC AB Summation,TREATY IAC+EAC AB,11,Decision made but not recorded,JYlAzlpd
3097,TREATY IAC+EAC AC Summation,TREATY IAC+EAC AC,11,Decision made but not recorded,S0YR3Dnj
3098,TREATY IAC+EAC AA EQUALS,TREATY IAC+EAC AA,10,,MCufiatR
3099,TREATY IAC+EAC AB EQUALS,TREATY IAC+EAC AB,10,,UoYhyfkf
3100,TREATY IAC+EAC AB SUM,TREATY IAC+EAC AB,8,,NRwFmGPQ
3101,TREATY IAC+EAC AA SUM,TREATY IAC+EAC AA,8,,2vu8XTAR
3102,TREATY JCHR AA Summation,TREATY JCHR AA,11,Committee decision made but not recorded,PKbW8Meg
3103,TREATY JCHR AA NOT,TREATY JCHR AA,3,,SUHcJNTY
3104,TREATY JCHR AA EQUALS,TREATY JCHR AA,10,,pa0aWW6p
3105,TREATY JCHR AA SUM,TREATY JCHR AA,8,,x3TDogb3
3106,JCSI AA Summation,JCSI AA,11,Committee decision made but not recorded,MsbN9ET2
3107,JCSI AA SUM,JCSI AA,8,,ewGUxMLx
3108,JCSI AA EQUALS,JCSI AA,10,,bwhqOS5U
3109,SCSI AA Summation,SCSI AA,11,Committee decision made but not recorded,ZuIIqY9z
3110,SCSI AA SUM,SCSI AA,8,,W7XRrUTB
3111,SCSI AA EQUALS,SCSI AA,10,,z4tzuhFv
3112,SLSC AA Summation,SLSC AA,11,Committee decision made but not recorded,zpMO5pKH
3113,SLSC AA EQUALS,SLSC AA,10,,XC3AM9Y5
3114,SLSC AA SUM,SLSC AA,8,,VbPvAtgw
3115,SLSC AB SUM,SLSC AB,8,,ByZcju4i
3116,SP AI Summation,SP AI,11,Decision to lodge a legislative consent motion not recorded,6oeMfdfx
3117,SP AH EQUALS,SP AH,10,,cezxIxeQ
3118,SP AT SUM,SP AT,8,,rup1Wr8c
3119,SC AJ EQUALS,SC AJ,10,,zIU5hWyn
3120,SC AW SUM,SC AW,8,,FyYPzzYU
3121,SC AO Summation,SC AO,11,Decision to table a legislative consent motion not recorded,R5Q35mGT
3122,TREATY EFRA AJ Decision,TREATY EFRA AJ,2,,Nd9LY5CC
3124,BO OR,BO,5,,eTxl73YV
3125,BP OR,BP,5,,jDfTDle0
3126,BQ OR,BQ,5,,0m6vRIoc
3127,EU AND,EU,4,,w6X4XMr3
3128,EV AND,EV,4,,xHYKR5qc
3129,EW AND,EW,4,,4Lt15u0k
3130,MA AQ Summation,MA AQ,11,Instrument approved in both Houses,3E4qCSZr
3133,BR OR,BR,5,,iQ61LkY6
3135,BS OR,BS,5,,mQWRCFx5
3136,TREATY IAC+EAC AP Decision,TREATY IAC+EAC AP,2,,hkdHr8vr
3138,TREATY IAC+EAC AQ Decision,TREATY IAC+EAC AQ,2,,vaU2MrrV
3140,SCSI AC AND,SCSI AC,4,,6eIaBU7j
3141,SCSI AD AND,SCSI AD,4,,D6lQBdMm
3142,SCSI AE AND,SCSI AE,4,,78Cgoe7a
3143,SCSI AF AND,SCSI AF,4,,IFq7Ji7m
3144,SCSI AC Decision,SCSI AC,2,,thjTYGPK
3145,SCSI AD Decision,SCSI AD,2,,qYQjsAfh
3146,SCSI AE Decision,SCSI AE,2,,RLy1r3FE
3147,SCSI AF Decision,SCSI AF,2,,j20v2ra9
3148,SCSI AG Decision,SCSI AG,2,,NrhnS61Y
3149,SCSI AH Decision,SCSI AH,2,,IgLLZgI0
3150,SCSI AC NOT,SCSI AC,3,,2On7SeGj
3151,SCSI AD NOT,SCSI AD,3,,NyebDVyF
3152,SCSI AE NOT,SCSI AE,3,,6quPDl9G
3153,SCSI AF NOT,SCSI AF,3,,bGEpBJdt
3154,SCSI AG NOT,SCSI AG,3,,uwUQahOy
3167,JCSI AC AND,JCSI AC,4,,mB7Rvlo0
3168,JCSI AD AND,JCSI AD,4,,7TzPYZF3
3169,JCSI AE AND,JCSI AE,4,,N5LjXN9M
3170,JCSI AF AND,JCSI AF,4,,etznP8nU
3171,JCSI AC NOT,JCSI AC,3,,xMEBQIAq
3172,JCSI AD NOT,JCSI AD,3,,qu8FYbXP
3173,JCSI AE NOT,JCSI AE,3,,kQXQxtif
3174,JCSI AF NOT,JCSI AF,3,,2bD6GjRO
3175,JCSI AG NOT,JCSI AG,3,,F6igpLdY
3176,JCSI AC Decision,JCSI AC,2,,x04PB98c
3177,JCSI AD Decision,JCSI AD,2,,6ZPDT4YP
3178,JCSI AE Decision,JCSI AE,2,,HyRmNlRb
3179,JCSI AF Decision,JCSI AF,2,,yyqRrQwt
3180,JCSI AG Decision,JCSI AG,2,,915aWaH6
3181,JCSI AH Decision,JCSI AH,2,,lVhf4Y6N
3182,TREATY IAC+EAC AR Decision,TREATY IAC+EAC AR,2,,ScmHQ0Zj
3183,TREATY IAC+EAC AC SUM,TREATY IAC+EAC AC,8,,DvIEVGe2
3186,PNSI AE Summation,PNSI AE,11,Proposed negative statutory instrument withdrawn from House of Commons or sifting period has ended,jOtctHPR
3187,PNSI AD Summation,PNSI AD,11,Proposed negative statutory instrument withdrawn from House of Lords or sifting period has ended,dSotzpmZ
3188,TREATY PLS BE Decision,TREATY PLS BE,2,,jUmKIvhI
3189,TREATY PLS BF Decision,TREATY PLS BF,2,,PV1P8edP
3190,TREATY PLS BG Decision,TREATY PLS BG,2,,GSPSHMBd
3191,TREATY PLS BH Decision,TREATY PLS BH,2,,fOBsPjVg
3192,TREATY PLS AC OR,TREATY PLS AC,5,,3acdUW8V
3193,TREATY PLS AD OR,TREATY PLS AD,5,,CzZphdhp
3194,TREATY PLS BH NOT,TREATY PLS BH,3,,NiXn1Jsj
3195,TREATY PLS BI NOT,TREATY PLS BI,3,,5854gowh
3196,TREATY PLS AG EQUALS,TREATY PLS AG,10,,ex5DwHlX
3197,TREATY PLS AH EQUALS,TREATY PLS AH,10,,kEtaPfru
3202,DV Decision,DV,2,,7UIKKtdV
3204,TREATY PAC AA AND,TREATY PAC AA,4,,Qa9eKRfP
3205,TREATY PAC AA NOT,TREATY PAC AA,3,,YU5OV3XR
3206,TREATY PAC AA Decision,TREATY PAC AA,2,,Zs2n4RTx
3207,TREATY PAC AB Decision,TREATY PAC AB,2,,zu8F2YKm
3211,TREATY CC AA Decision,TREATY CC AA,2,,1HZq12uN
3212,TREATY CC AB Decision,TREATY CC AB,2,,FwZQ7MMj
3216,TREATY HAC AA Decision,TREATY HAC AA,2,,59WqjKBU
3217,TREATY HAC AB Decision,TREATY HAC AB,2,,NMdO6L8Y
3218,TREATY HAC AC Decision,TREATY HAC AC,2,,9iRLcsSQ
3219,TREATY HAC AD Decision,TREATY HAC AD,2,,7i1L5vp9
3220,TREATY HAC AA AND,TREATY HAC AA,4,,5DgITqO5
3221,TREATY HAC AA NOT,TREATY HAC AA,3,,WRa1yizc
3225,CT BF Summation,CT BF,11,Treaty adopted,8RnlXqRW
3230,TREATY BAT AJ Decision,TREATY BAT AJ,2,,eAq34dIW
3231,TREATY BAT AI NOT,TREATY BAT AI,3,,ZyTSQ2nd
3233,JCSISR AA AND,JCSISR AA,4,,uV1ZvnpS
3234,JCSISR AB AND,JCSISR AB,4,,6TlC1IeX
3235,JCSISR AC AND,JCSISR AC,4,,D9laqGOZ
3236,JCSISR AD AND,JCSISR AD,4,,8KrmMg1k
3237,JCSISR AA OR,JCSISR AA,5,,sgZQgvLZ
3238,JCSISR AA NOT,JCSISR AA,3,,hN2ofegm
3239,JCSISR AB NOT,JCSISR AB,3,,YakwuMGm
3240,JCSISR AC NOT,JCSISR AC,3,,rx6T9xtK
3241,JCSISR AD NOT,JCSISR AD,3,,OdXU4kKA
3242,JCSISR AE NOT,JCSISR AE,3,,DOuokB93
3243,JCSISR AF NOT,JCSISR AF,3,,1t0V3Y5n
3244,JCSISR AA Decision,JCSISR AA,2,,1e3KB5Mh
3245,JCSISR AB Decision,JCSISR AB,2,,e2CWHOEM
3246,JCSISR AC Decision,JCSISR AC,2,,TDeyaGHQ
3247,JCSISR AD Decision,JCSISR AD,2,,PBv5hAnN
3248,JCSISR AE Decision,JCSISR AE,2,,6uEmDaTG
3249,JCSISR AF Decision,JCSISR AF,2,,4tyGTzcF
3250,JCSISR AG Decision,JCSISR AG,2,,wUxIHyqP
3251,JCSISR AH Decision,JCSISR AH,2,,UJ4gY1Hz
3252,JCSISR AI Decision,JCSISR AI,2,,cGtQetbl
3253,JCSISR AA SUM,JCSISR AA,8,,ZLAMmG7l
3254,JCSISR AB SUM,JCSISR AB,8,,4stfzrYu
3255,JCSISR AC SUM,JCSISR AC,8,,XFl4UYKL
3256,JCSISR AD SUM,JCSISR AD,8,,tpPDG74L
3257,JCSISR AE SUM,JCSISR AE,8,,V7mDkRN2
3258,JCSISR AA EQUALS,JCSISR AA,10,,P1WnZCbZ
3259,JCSISR AB EQUALS,JCSISR AB,10,,LzezaDje
3260,JCSISR AA Summation,JCSISR AA,11,Motion to dispense with SO 73 extant,zXH289ru
3261,JCSISR AB Summation,JCSISR AB,11,More questions put than decisions recorded,01V0zFGu
3262,JCSISR AC Summation,JCSISR AC,11,JCSI scrutiny reserve met,RGM4vfDR
3294,EP NOT,EP,3,,q1cRMVDn
3295,EX AND,EX,4,,CEXb5I3r
3296,EY AND,EY,4,,iUSrguAv
3297,BT OR,BT,5,,4zdyK43d
3298,BU OR,BU,5,,DqvC861V
3299,MA AS Summation,MA AS,11,A debate can take place in the Commons,3wwqOdQe
3300,MA AT Summation,MA AT,11,A debate has taken place in the Commons,mH2FhHfx
3301,MA AR Summation,MA AR,11,Instrument rejected in the Lords,4AhMoQnz
3302,BV OR,BV,5,,PN8ZN3FX
3303,BW OR,BW,5,,ZPiteACo
3304,EZ AND,EZ,4,,BqfZifGa
3305,EQ NOT,EQ,3,,YfXd5q7a
3306,ER NOT,ER,3,,i72hrCCu
3307,ES NOT,ES,3,,mM7AI78p
3308,FA AND,FA,4,,G9PulPZK
3309,FB AND,FB,4,,uuPTn8Lq
3310,BX OR,BX,5,,wfTgKmxy
3311,CA OR,CA,5,,wNenGWF7
3312,ET NOT,ET,3,,vd4nvER3
3313,FC AND,FC,4,,cQwyCPd8
3314,FD AND,FD,4,,JzLBf61C
3315,EU NOT,EU,3,,cpLsj1Qa
3316,CB OR,CB,5,,bZQ8horQ
3317,JCSISR AB OR,JCSISR AB,5,,BJrlA0Rs
3318,JCSISR AC OR,JCSISR AC,5,,U8DhahF8
3319,JCSISR AD OR,JCSISR AD,5,,yaE7KUQ2
3320,JCSISR AE OR,JCSISR AE,5,,TbrO1nWN
3321,JCSISR AE AND,JCSISR AE,4,,mP9Iw0p3
3322,EV NOT,EV,3,,P9xO6mvk
3323,FE AND,FE,4,,ivX51wYK
3324,FF AND,FF,4,,VPa0y0t5
3325,CC OR,CC,5,,n2sXxztj
3339,ALM AA AND,ALM AA,4,,KCESXlcD
3340,ALM AB AND,ALM AB,4,,2Ww64yNh
3341,ALM AC AND,ALM AC,4,,e0baEv6k
3342,ALM AD AND,ALM AD,4,,cwBbZOCk
3343,ALM AE AND,ALM AE,4,,p9SEvu1j
3344,ALM AF AND,ALM AF,4,,GEVOzd69
3345,ALM AG AND,ALM AG,4,,qC8ioE5h
3346,ALM AH AND,ALM AH,4,,xBNhm0d0
3347,ALM AI AND,ALM AI,4,,RugsCAz7
3348,ALM AJ AND,ALM AJ,4,,hCqvGQFe
3349,ALM AK AND,ALM AK,4,,FWTK1QQd
3350,ALM AL AND,ALM AL,4,,z0KhBaF8
3351,ALM AM AND,ALM AM,4,,cHTKVMF6
3352,ALM AN AND,ALM AN,4,,Ty755rhn
3353,ALM AA OR,ALM AA,5,,Nb28kDyH
3354,ALM AB OR,ALM AB,5,,HVXoOGWJ
3355,ALM AC OR,ALM AC,5,,k7AnUosg
3356,ALM AD OR,ALM AD,5,,r0TJrAsH
3357,ALM AA NOT,ALM AA,3,,ToNMy8Vk
3358,ALM AB NOT,ALM AB,3,,ShXVX5jP
3359,ALM AC NOT,ALM AC,3,,7HM87GVc
3360,ALM AD NOT,ALM AD,3,,MkxuapGb
3361,ALM AE NOT,ALM AE,3,,vpc7hyZg
3362,ALM AF NOT,ALM AF,3,,77bxXt5w
3363,ALM AG NOT,ALM AG,3,,y7NuybRh
3364,ALM AH NOT,ALM AH,3,,N89Z1FCa
3365,ALM AI NOT,ALM AI,3,,Z8ZJYI71
3366,ALM AJ NOT,ALM AJ,3,,IkTgvUPD
3367,ALM AK NOT,ALM AK,3,,fWT8eFW8
3368,ALM AL NOT,ALM AL,3,,9ahLdsbS
3369,ALM AM NOT,ALM AM,3,,2PMksyaV
3370,ALM AN NOT,ALM AN,3,,FyIiVPDD
3371,ALM AA Decision,ALM AA,2,,jLfVONFf
3372,ALM AB Decision,ALM AB,2,,91xTd8ht
3373,ALM AC Decision,ALM AC,2,,RapAtnPg
3374,ALM AD Decision,ALM AD,2,,ENGZyCHX
3375,ALM AE Decision,ALM AE,2,,W3pq6rE5
3376,ALM AF Decision,ALM AF,2,,HE6PcR3N
3377,ALM AG Decision,ALM AG,2,,CHNrSiJo
3378,ALM AH Decision,ALM AH,2,,kCFtuhs1
3379,ALM AI Decision,ALM AI,2,,sLFpr8De
3380,ALM AJ Decision,ALM AJ,2,,GHqITflx
3381,ALM AK Decision,ALM AK,2,,DxNPM6st
3382,ALM AL Decision,ALM AL,2,,fzApi1FL
3383,ALM AM Decision,ALM AM,2,,zadtnTop
3384,ALM AN Decision,ALM AN,2,,QrTxLfqB
3385,ALM AO Decision,ALM AO,2,,P2x17nS6
3386,ALM AP Decision,ALM AP,2,,o6722nCD
3387,ALM AQ Decision,ALM AQ,2,,7pUs5zjZ
3388,ALM AR Decision,ALM AR,2,,PA0QQ4cr
3389,ALM AS Decision,ALM AS,2,,LkR0Hh0y
3390,ALM AT Decision,ALM AT,2,,4bkXy8mQ
3391,ALM AU Decision,ALM AU,2,,QUDr3Izw
3392,ALM AV Decision,ALM AV,2,,2zWOVybp
3393,ALM AW Decision,ALM AW,2,,dKHlfjr9
3394,ALM AA SUM,ALM AA,8,,hvwr4kFA
3395,ALM AB SUM,ALM AB,8,,uh1lSSSV
3396,ALM AC SUM,ALM AC,8,,NdaBhCYh
3397,ALM AD SUM,ALM AD,8,,okASd05m
3398,ALM AE SUM,ALM AE,8,,K8EUgbas
3399,ALM AF SUM,ALM AF,8,,HO5OECT0
3400,ALM AG SUM,ALM AG,8,,GnOMIj6o
3401,ALM AH SUM,ALM AH,8,,52pTJEOo
3402,ALM AI SUM,ALM AI,8,,SiQQFJyL
3403,ALM AJ SUM,ALM AJ,8,,e9viUFU5
3404,ALM AK SUM,ALM AK,8,,STT8Qotf
3405,ALM AL SUM,ALM AL,8,,PAx9Ni3F
3406,ALM AM SUM,ALM AM,8,,jZ8VwntK
3407,ALM AN SUM,ALM AN,8,,k8hSZprM
3408,ALM AO SUM,ALM AO,8,,bWDB1tn1
3409,ALM AP SUM,ALM AP,8,,2JI85iDS
3410,ALM AQ SUM,ALM AQ,8,,BTlvA5ki
3411,ALM AA EQUALS,ALM AA,10,,cSga06zR
3412,ALM AB EQUALS,ALM AB,10,,csishRaq
3413,ALM AC EQUALS,ALM AC,10,,cUc0Pt0v
3414,ALM AD EQUALS,ALM AD,10,,aiZeAO6F
3415,ALM AE EQUALS,ALM AE,10,,N0EmLLIe
3416,ALM AA Summation,ALM AA,11,Motion(s) can be tabled,gggQiFm9
3417,ALM AB Summation,ALM AB,11,Motion to approve the instrument extant,tCOZf4Ko
3418,ALM AC Summation,ALM AC,11,Motion(s) to stop the instrument being law extant,4aJOytVM
3419,ALM AD Summation,ALM AD,11,Non-fatal motion(s) to object to the instrument extant,aWNp6obj
3420,ALM AE Summation,ALM AE,11,Motion to consider extant,WSMQQSYO
3421,ALM AF Summation,ALM AF,11,More questions have been put than outcomes recorded,TzNuqFXG
3422,ACM AA AND,ACM AA,4,,IvBwtb1o
3423,ACM AB AND,ACM AB,4,,M3B9c6eF
3424,ACM AC AND,ACM AC,4,,6XnZULzt
3425,ACM AD AND,ACM AD,4,,7Kuccy7p
3426,ACM AE AND,ACM AE,4,,9KOwzrCe
3427,ACM AF AND,ACM AF,4,,lrvG2wMM
3428,ACM AG AND,ACM AG,4,,L7Nfv2kE
3429,ACM AH AND,ACM AH,4,,RVGECOh1
3430,ACM AA OR,ACM AA,5,,qxmmRXwm
3431,ACM AB OR,ACM AB,5,,Ron8YKOw
3432,ACM AC OR,ACM AC,5,,Y8KmVUgg
3433,ACM AD OR,ACM AD,5,,uYy6qLIj
3434,ACM AA NOT,ACM AA,3,,ODPIg6O4
3435,ACM AB NOT,ACM AB,3,,uIJTuk3W
3436,ACM AC NOT,ACM AC,3,,W8bQA4Z4
3437,ACM AD NOT,ACM AD,3,,CFxXZzOS
3438,ACM AE NOT,ACM AE,3,,AWUihhWk
3439,ACM AF NOT,ACM AF,3,,uXSxJaMh
3440,ACM AG NOT,ACM AG,3,,HkeqYjSZ
3441,ACM AH NOT,ACM AH,3,,X9KHcOZ4
3442,ACM AI NOT,ACM AI,3,,F4sqsD0I
3443,ACM AA Decision,ACM AA,2,,wiSxtEUW
3444,ACM AB Decision,ACM AB,2,,4wizOxFS
3445,ACM AC Decision,ACM AC,2,,0jbcLqHx
3446,ACM AD Decision,ACM AD,2,,CLF2ciOC
3447,ACM AE Decision,ACM AE,2,,E4xRDDcy
3448,ACM AF Decision,ACM AF,2,,8kLGmvnp
3451,ACM AG Decision,ACM AG,2,,yWCmGop6
3452,ACM AH Decision,ACM AH,2,,LzAHSBId
3453,ACM AI Decision,ACM AI,2,,JSedtfJF
3454,ACM AJ Decision,ACM AJ,2,,YcT61NVu
3455,ACM AK Decision,ACM AK,2,,VB7lTbkS
3456,ACM AL Decision,ACM AL,2,,anlUE4Nk
3457,ACM AM Decision,ACM AM,2,,nAIWTS8T
3458,ACM AA SUM,ACM AA,8,,RnYvCbss
3459,ACM AB SUM,ACM AB,8,,4VdO6BKf
3460,ACM AC SUM,ACM AC,8,,jsbyfiqC
3461,ACM AD SUM,ACM AD,8,,aCb3FyXD
3462,ACM AE SUM,ACM AE,8,,PHhLbVq2
3463,ACM AF SUM,ACM AF,8,,h7f0HlEl
3464,ACM AG SUM,ACM AG,8,,4x3x1tH8
3465,ACM AH SUM,ACM AH,8,,wl9t6gju
3466,ACM AI SUM,ACM AI,8,,rmqMkTkh
3467,ACM AA EQUALS,ACM AA,10,,qW8dJ6q4
3468,ACM AB EQUALS,ACM AB,10,,yVGkAv6z
3469,ACM AC EQUALS,ACM AC,10,,kbVBkK1A
3470,ACM AA Summation,ACM AA,11,Motions can be tabled,7xwT5izE
3471,ACM AB Summation,ACM AB,11,Motion to approve the instrument extant,3fnaXNDA
3472,ACM AC Summation,ACM AC,11,Motion to consider the instrument extant,Ynk4RHra
3473,ACM AD Summation,ACM AD,11,More questions have been put than outcomes recorded,z24zE0X3
3474,FG AND,FG,4,,zLDyllLb
3475,FH AND,FH,4,,agMSYKql
3476,FI AND,FI,4,,NQI2O263
3477,FJ AND,FJ,4,,5hGPH4tH
3478,FK AND,FK,4,,qAS13k34
3479,FL AND,FL,4,,0MOVwA0p
3480,FM AND,FM,4,,oS0wbCFi
3481,FN AND,FN,4,,mVSuhHCB
3482,CD OR,CD,5,,6LhIA6DD
3483,CE OR,CE,5,,qjcnHxkt
3485,CG OR,CG,5,,6Pu8nZTq
3486,CH OR,CH,5,,g7R6j7iv
3487,EW NOT,EW,3,,GpXySkLG
3488,EX NOT,EX,3,,g9P2nwfp
3489,MA AU Summation,MA AU,11,Motion(s) should be withdrawn,I1ryHzw4
3490,FO AND,FO,4,,muHkaxiZ
3491,CI OR,CI,5,,LGnFDqVE
3492,ACM AO Decision,ACM AO,2,,k49pOxNq
3493,CJ OR,CJ,5,,oiHjVYBa
3494,DA AR Summation,DA AR,11,Instrument rejected in the House of Lords,xL10KAhY
3495,DA AS Summation,DA AS,11,Motion(s) should be withdrawn,hIZLOOdS
3496,ALM AO AND,ALM AO,4,,9WOyEcOL
3497,ALM AP AND,ALM AP,4,,0Y3Bmv1V
3498,ALM AQ AND,ALM AQ,4,,MS42EUal
3499,ALM AO NOT,ALM AO,3,,tJaQGwRw
3500,ALM AP NOT,ALM AP,3,,OUpQnv1q
3501,ALM AQ NOT,ALM AQ,3,,VAMwr51G
3502,ALM AX Decision,ALM AX,2,,iztwAI3m
3503,ALM AY Decision,ALM AY,2,,HP5d3Hlk
3504,ALM AZ Decision,ALM AZ,2,,weOKrwRb
3505,ALM BA Decision,ALM BA,2,,2htaqfyn
3506,ALM BB Decision,ALM BB,2,,Zn8WYjb0
3507,ALM AR SUM,ALM AR,8,,a67h4KJX
3508,ALM AS SUM,ALM AS,8,,KgdgqShL
3509,ALM AT SUM,ALM AT,8,,Oa9uoXVl
3510,ALM AU SUM,ALM AU,8,,Zzn8uFT9
3511,ALM AF EQUALS,ALM AF,10,,JdRjDkc8
3512,ALM AE OR,ALM AE,5,,BGTYSYHz
3513,ALM AG Summation,ALM AG,11,Motion(s) to stop the instrument becoming law extant,0EQuZaWa
3514,DN AR Summation,DN AR,11,Fatal motion approved,8Rj5rY6P
3515,DN AS Summation,DN AS,11,Debate has not taken place,dW644CLo
3525,RDLC AA AND,RDLC AA,4,,9BxgmPuQ
3526,RDLC AB AND,RDLC AB,4,,LBSRGk1y
3527,RDLC AC AND,RDLC AC,4,,SAzx4Zxb
3528,RDLC AD AND,RDLC AD,4,,xF56QVmk
3529,RDLC AE AND,RDLC AE,4,,O7t1SXl4
3530,RDLC AF AND,RDLC AF,4,,p65wBami
3531,RDLC AA OR,RDLC AA,5,,wK8XAnFo
3532,RDLC AA NOT,RDLC AA,3,,CHwuIUwO
3533,RDLC AB NOT,RDLC AB,3,,TtFt9ETv
3534,RDLC AC NOT,RDLC AC,3,,KN0Dg08Y
3535,RDLC AD NOT,RDLC AD,3,,1I5hLYg9
3536,RDLC AA Decision,RDLC AA,2,,X8R7LCBv
3537,RDLC AB Decision,RDLC AB,2,,jukfLmos
3538,RDLC AC Decision,RDLC AC,2,,VFkbu39F
3539,RDLC AD Decision,RDLC AD,2,,boaCMvoz
3540,RDLC AE Decision,RDLC AE,2,,yQX6LNFW
3541,RDLC AF Decision,RDLC AF,2,,FA7w7DUL
3542,RDLC AG Decision,RDLC AG,2,,jEEHi1NH
3543,RDLC AH Decision,RDLC AH,2,,5KlrVqpP
3544,RDLC AI Decision,RDLC AI,2,,nKYFCBmz
3545,RDLC AA SUM,RDLC AA,8,,FTTjC0L6
3546,RDLC AB SUM,RDLC AB,8,,gVM498Cd
3547,RDLC AC SUM,RDLC AC,8,,7GEk9iph
3548,RDLC AD SUM,RDLC AD,8,,tOKftUj9
3549,RDLC AE SUM,RDLC AE,8,,USW6eYTQ
3550,RDLC AA EQUALS,RDLC AA,10,,vzBHkqZF
3551,RDLC AB EQUALS,RDLC AB,10,,neORIGN8
3552,RDLC AA Summation,RDLC AA,11,Motion to refer the instrument to a Delegated Legislation Committee (DLC) extant,qOI6d0P1
3553,RDLC AB Summation,RDLC AB,11,More questions have been put than outcomes recorded,JE4TqdSC
3554,RDLC AC Summation,RDLC AC,11,There is a prayer against the instrument extant,hNkLa6hR
3555,RDLC AB OR,RDLC AB,5,,ZXdGO81q
3556,NCM AA Summation,NCM AA,11,Non-fatal motion(s) to object to the instrument extant,ax0RYFP1
3557,NCM AD Summation,NCM AD,11,Motion(s) to stop the instrument becoming law extant,eAswCXzd
3558,NCM AE Summation,NCM AE,11,Motion(s) to stop the instrument being law extant,T45h45AF
3559,NCM AB Summation,NCM AB,11,Prayer(s) tabled,tb6Gxxx5
3560,NCM AF Summation,NCM AF,11,Motion(s) can be tabled,Id8l22LQ
3561,NCM AA AND,NCM AA,4,,mbugt48x
3562,NCM AB AND,NCM AB,4,,9rzhNBHO
3563,NCM AC AND,NCM AC,4,,pg15nPnE
3564,NCM AD AND,NCM AD,4,,6fhvJSXY
3565,NCM AE AND,NCM AE,4,,fzUm7SqY
3566,NCM AF AND,NCM AF,4,,n3KRrOP8
3567,NCM AA OR,NCM AA,5,,mOzPkAX8
3568,NCM AB OR,NCM AB,5,,UgWl4I9Q
3569,NCM AC OR,NCM AC,5,,lqDy96Du
3570,NCM AA NOT,NCM AA,3,,JrvZM6qZ
3571,NCM AB NOT,NCM AB,3,,LgRGjLOk
3572,NCM AC NOT,NCM AC,3,,GRdCJZlI
3573,NCM AD NOT,NCM AD,3,,2OZjX75C
3574,NCM AE NOT,NCM AE,3,,tyV9khwP
3575,NCM AF NOT,NCM AF,3,,YwDKuTvQ
3576,NCM AG NOT,NCM AG,3,,CHS6QgfV
3577,NCM AA Decision,NCM AA,2,,wkV3k0KZ
3578,NCM AB Decision,NCM AB,2,,Nokkdg3V
3579,NCM AC Decision,NCM AC,2,,aTJDSH2g
3580,NCM AD Decision,NCM AD,2,,dbq9FEbk
3581,NCM AE Decision,NCM AE,2,,VlqcRKsq
3582,NCM AF Decision,NCM AF,2,,dBID2QSJ
3583,NCM AG Decision,NCM AG,2,,pCfu5h80
3584,NCM AH Decision,NCM AH,2,,uynwxg2P
3585,NCM AI Decision,NCM AI,2,,l8ldoUpj
3586,NCM AJ Decision,NCM AJ,2,,IVUvKfoB
3587,NCM AK Decision,NCM AK,2,,A3P63Ozt
3588,NCM AL Decision,NCM AL,2,,YjUSunVZ
3589,NCM AM Decision,NCM AM,2,,qIRAsmsq
3590,NCM AN Decision,NCM AN,2,,X8qe3nMJ
3591,NCM AO Decision,NCM AO,2,,jP82EKkz
