id,triplestoreid,inprocedure,label,fromstep,tostep
4324,2CoGp83y,13,Route from Treaty Lords BR AND to Treaty Lords AM Decision in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:725,urn:procedure-editor:Step:750
4325,dxR5hiE2,13,Route from Treaty Lords AM Decision to Call for evidence opened by the EU International Agreements Sub-Committee (House of Lords) in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:750,urn:procedure-editor:BusinessStep:275
4326,t21CJ1e8,13,Route from Call for evidence opened by the EU International Agreements Sub-Committee (House of Lords) to Treaty Lords BR NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:275,urn:procedure-editor:Step:798
4327,joV1Vpka,13,Route from Treaty Lords BR NOT to Treaty Lords BR AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:798,urn:procedure-editor:Step:725
4329,2ihrK6nj,13,Route from Allocated to the EU International Agreements Sub-Committee (House of Lords) to Treaty Lords AG OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:225,urn:procedure-editor:Step:737
4330,CTEELYJ0,13,Route from Allocated to the EU Energy and Environment Sub-Committee (House of Lords) to Treaty Lords BJ NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:154,urn:procedure-editor:Step:790
4331,HeZcUiMa,13,Route from Treaty Lords BJ NOT to Treaty Lords BJ AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:790,urn:procedure-editor:Step:717
4332,HONrBIPw,13,Route from Allocated to the EU External Affairs Sub-Committee (House of Lords) to Treaty Lords BK NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:155,urn:procedure-editor:Step:791
4333,5b1Xpf8G,13,Route from Treaty Lords BK NOT to Treaty Lords BK AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:791,urn:procedure-editor:Step:718
4334,BIZq9Jew,13,Route from Allocated to the EU Financial Affairs Sub-Committee (House of Lords) to Treaty Lords BL NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:152,urn:procedure-editor:Step:792
4335,3SX5pVY2,13,Route from Treaty Lords BL NOT to Treaty Lords BL AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:792,urn:procedure-editor:Step:719
4336,n9lhUjoE,13,Route from Allocated to the EU Home Affairs Sub-Committee (House of Lords) to Treaty Lords BM NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:157,urn:procedure-editor:Step:793
4337,ChPB9bDG,13,Route from Treaty Lords BM NOT to Treaty Lords BM AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:793,urn:procedure-editor:Step:720
4338,oGqPlJLT,13,Route from Allocated to the EU Internal Market Sub-Committee (House of Lords) to Treaty Lords BN NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:153,urn:procedure-editor:Step:794
4339,79beFObd,13,Route from Treaty Lords BN NOT to Treaty Lords BN AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:794,urn:procedure-editor:Step:721
4340,81fQahAC,13,Route from Allocated to the EU Justice Sub-Committee (House of Lords) to Treaty Lords BO NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:156,urn:procedure-editor:Step:795
4341,OBhtekGz,13,Route from Treaty Lords BO NOT to Treaty Lords BO AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:795,urn:procedure-editor:Step:722
4343,VbgbamGs,13,Route from Allocated to the EU Energy and Environment Sub-Committee (House of Lords) to Treaty Lords AD OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:154,urn:procedure-editor:Step:734
4345,zooxEPFL,13,Route from Allocated to the EU External Affairs Sub-Committee (House of Lords) to Treaty Lords AB OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:155,urn:procedure-editor:Step:732
4347,qVEJOZnB,13,Route from Allocated to the EU Financial Affairs Sub-Committee (House of Lords) to Treaty Lords AA OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:152,urn:procedure-editor:Step:731
4349,POMUjb0S,13,Route from Allocated to the EU Home Affairs Sub-Committee (House of Lords) to Treaty Lords AA OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:157,urn:procedure-editor:Step:731
4351,YaP5v7B1,13,Route from Allocated to the EU Internal Market Sub-Committee (House of Lords) to Treaty Lords AC OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:153,urn:procedure-editor:Step:733
4353,v169Ajpw,13,Route from Allocated to the EU Justice Sub-Committee (House of Lords) to Treaty Lords AE OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:156,urn:procedure-editor:Step:735
4354,fZj3nE8s,13,Route from Treaty Lords AA OR to Treaty Lords AB OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:731,urn:procedure-editor:Step:732
4355,o6QUyalN,13,Route from Treaty Lords AB OR to Treaty Lords AC OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:732,urn:procedure-editor:Step:733
4356,6zNa4zLt,13,Route from Treaty Lords AC OR to Treaty Lords AD OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:733,urn:procedure-editor:Step:734
4357,wzh7Vhyi,13,Route from Treaty Lords AD OR to Treaty Lords AE OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:734,urn:procedure-editor:Step:735
4358,W3k7oD4n,13,Route from Treaty Lords AE OR to Treaty Lords AF OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:735,urn:procedure-editor:Step:736
4359,KGKpyfii,13,Route from Treaty Lords AF OR to Treaty Lords AG OR in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:736,urn:procedure-editor:Step:737
4360,D3k9wGNy,13,Route from Treaty Lords AG OR to Treaty Lords AB Summation in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:737,urn:procedure-editor:Step:1166
4361,6xrz04LS,13,Route from Treaty Lords BS AND to Treaty Lords AN Decision in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:726,urn:procedure-editor:Step:751
4362,bKXfc3Iu,13,Route from Treaty Lords AN Decision to Considered by the European Union Committee (House of Lords) in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:751,urn:procedure-editor:BusinessStep:202
4363,tbMhbEV3,13,Route from Considered by the European Union Committee (House of Lords) to Treaty Lords BS NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:202,urn:procedure-editor:Step:799
4364,h5wLj4Rf,13,Route from Treaty Lords BS NOT to Treaty Lords BS AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:799,urn:procedure-editor:Step:726
4365,tNnSTqCu,13,Route from Considered by the European Union Committee (House of Lords) to Treaty Lords AO Decision in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:202,urn:procedure-editor:Step:752
4366,XvCX5I9m,13,Route from Treaty Lords AO Decision to Government response to the decision made by the European Union Committee (House of Lords) in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:752,urn:procedure-editor:BusinessStep:274
4370,o5AWnoAO,13,Route from TREATY LORDS AE Summation to Reported for information by the European Union Committee (House of Lords) in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:3078,urn:procedure-editor:BusinessStep:159
4378,3VPLyFoB,13,Route from TREATY LORDS AE Summation to Drawn to the special attention of the House by the European Union Committee (House of Lords) in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:3078,urn:procedure-editor:BusinessStep:158
4383,fNymGLVH,13,Route from Treaty Lords BP NOT to Treaty Lords BP AND in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:Step:796,urn:procedure-editor:Step:723
4384,gI0G2e0L,13,Route from Allocated to the EU International Agreements Sub-Committee (House of Lords) to Treaty Lords BP NOT in the CRAG Treaty Lords Committee procedure,urn:procedure-editor:BusinessStep:225,urn:procedure-editor:Step:796
4391,coSgRX6w,15,"Route from Joint Committee on Human Rights (JCHR) inquiry opened (House of Commons, House of Lords) to TREATY JCHR AA Decision in the CRAG Treaty JCHR procedure",urn:procedure-editor:BusinessStep:279,urn:procedure-editor:Step:804
4392,szzkjWpM,15,"Route from TREATY JCHR AA Decision to Considered by the Joint Committee on Human Rights (JCHR) (House of Commons, House of Lords) in the CRAG Treaty JCHR procedure",urn:procedure-editor:Step:804,urn:procedure-editor:BusinessStep:247
4393,f3uoqZc6,15,Route from TREATY JCHR AA Summation to TREATY JCHR AB Decision in the CRAG Treaty JCHR procedure,urn:procedure-editor:Step:3102,urn:procedure-editor:Step:805
4394,5xd6cfTY,15,"Route from TREATY JCHR AB Decision to Joint Committee on Human Rights (JCHR) recommended the treaty should be debated in both Houses (House of Commons, House of Lords) in the CRAG Treaty JCHR procedure",urn:procedure-editor:Step:805,urn:procedure-editor:BusinessStep:248
4395,SC27gDu8,15,Route from TREATY JCHR AA Summation to TREATY JCHR AC Decision in the CRAG Treaty JCHR procedure,urn:procedure-editor:Step:3102,urn:procedure-editor:Step:806
4396,ULFYZ12z,15,"Route from TREATY JCHR AC Decision to Joint Committee on Human Rights (JCHR) recommended the treaty should be ratified (House of Commons, House of Lords) in the CRAG Treaty JCHR procedure",urn:procedure-editor:Step:806,urn:procedure-editor:BusinessStep:250
4397,7zPM9gv0,15,Route from TREATY JCHR AA Summation to TREATY JCHR AD Decision in the CRAG Treaty JCHR procedure,urn:procedure-editor:Step:3102,urn:procedure-editor:Step:807
4398,EsKzqr1l,15,"Route from TREATY JCHR AD Decision to Joint Committee on Human Rights (JCHR) recommended the treaty should not be ratified (House of Commons, House of Lords) in the CRAG Treaty JCHR procedure",urn:procedure-editor:Step:807,urn:procedure-editor:BusinessStep:249
4399,124sCFdb,15,Route from TREATY JCHR AA Summation to TREATY JCHR AE Decision in the CRAG Treaty JCHR procedure,urn:procedure-editor:Step:3102,urn:procedure-editor:Step:808
4400,wp5XMaTJ,15,"Route from TREATY JCHR AE Decision to Joint Committee on Human Rights (JCHR) recommended that objection period A be extended (House of Commons, House of Lords) in the CRAG Treaty JCHR procedure",urn:procedure-editor:Step:808,urn:procedure-editor:BusinessStep:253
4403,b5vttMzJ,16,Route from TREATY IAC+EAC AB Summation to Reported for information by the International Agreements Committee (IAC) (House of Lords) in the CRAG Treaty IAC+EAC procedure,urn:procedure-editor:Step:3096,urn:procedure-editor:BusinessStep:548
4408,kuut3V8I,16,Route from TREATY IAC+EAC AB Summation to Drawn to the special attention of the House by the International Agreements Committee (IAC) (House of Lords) in the CRAG Treaty IAC+EAC procedure,urn:procedure-editor:Step:3096,urn:procedure-editor:BusinessStep:549
4415,T8ZonKhO,16,Route from Considered by the International Agreements Committee (IAC) (House of Lords) to TREATY IAC+EAC AC Decision in the CRAG Treaty IAC+EAC procedure,urn:procedure-editor:BusinessStep:545,urn:procedure-editor:Step:811
4416,Uf6fb52n,16,Route from TREATY IAC+EAC AC Decision to Government response to the decision made by the International Agreements Committee (IAC) (House of Lords) in the CRAG Treaty IAC+EAC procedure,urn:procedure-editor:Step:811,urn:procedure-editor:BusinessStep:550
4419,d9pkuCKb,26,Route from CT BE Summation to TREATY ITC AA AND in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:2352,urn:procedure-editor:Step:836
4422,rKMzFRwu,26,Route from TREATY ITC AA AND to TREATY ITC AA Decision in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:836,urn:procedure-editor:Step:818
4427,op4x685o,26,Route from TREATY ITC AA Decision to International Trade Committee (ITC) inquiry opened (House of Commons) in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:818,urn:procedure-editor:BusinessStep:265
4429,fnEkv6g7,26,Route from TREATY ITC AA NOT to TREATY ITC AA AND in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:826,urn:procedure-editor:Step:836
4430,vOMc3A0S,26,Route from International Trade Committee (ITC) inquiry opened (House of Commons) to TREATY ITC AT AND in the CRAG Treaty ITC procedure,urn:procedure-editor:BusinessStep:265,urn:procedure-editor:Step:2363
4437,K8FC74px,26,Route from TREATY ITC AG AND to TREATY ITC AB Decision in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:842,urn:procedure-editor:Step:819
4438,vDixA4eU,26,Route from TREATY ITC AB Decision to Considered by the International Trade Committee (ITC) (House of Commons) in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:819,urn:procedure-editor:BusinessStep:144
4439,8nHOkbUv,26,Route from Considered by the International Trade Committee (ITC) (House of Commons) to TREATY ITC AG NOT in the CRAG Treaty ITC procedure,urn:procedure-editor:BusinessStep:144,urn:procedure-editor:Step:832
4440,Ng9O0mbc,26,Route from TREATY ITC AG NOT to TREATY ITC AG AND in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:832,urn:procedure-editor:Step:842
4441,6f91tRNU,26,Route from Considered by the International Trade Committee (ITC) (House of Commons) to Government response to the decision made by the International Trade Committee (ITC) (House of Commons) in the CRAG Treaty ITC procedure,urn:procedure-editor:BusinessStep:144,urn:procedure-editor:BusinessStep:267
4442,bDTSPLwT,26,Route from Considered by the International Trade Committee (ITC) (House of Commons) to TREATY ITC AF AND in the CRAG Treaty ITC procedure,urn:procedure-editor:BusinessStep:144,urn:procedure-editor:Step:841
4443,a83nsnXV,26,Route from TREATY ITC AF AND to TREATY ITC AC Decision in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:841,urn:procedure-editor:Step:820
4444,CzKBn8sh,26,Route from TREATY ITC AC Decision to International Trade Committee (ITC) recommended that objection period A be extended (House of Commons) in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:820,urn:procedure-editor:BusinessStep:254
4445,hHn6C0mg,26,Route from International Trade Committee (ITC) recommended that objection period A be extended (House of Commons) to TREATY ITC AF NOT in the CRAG Treaty ITC procedure,urn:procedure-editor:BusinessStep:254,urn:procedure-editor:Step:831
4446,eMMYhvuD,26,Route from TREATY ITC AF NOT to TREATY ITC AF AND in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:831,urn:procedure-editor:Step:841
4447,E8gIQE4C,26,Route from Considered by the International Trade Committee (ITC) (House of Commons) to TREATY ITC AH AND in the CRAG Treaty ITC procedure,urn:procedure-editor:BusinessStep:144,urn:procedure-editor:Step:843
4448,vOflm4Ot,26,Route from TREATY ITC AH AND to TREATY ITC AD Decision in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:843,urn:procedure-editor:Step:821
4449,mqTfDvbw,26,Route from TREATY ITC AD Decision to International Trade Committee (ITC) recommended a general debate (House of Commons) in the CRAG Treaty ITC procedure,urn:procedure-editor:Step:821,urn:procedure-editor:BusinessStep:146
4450,c5NfM1iN,26,Route from International Trade Committee (ITC) recommended a general debate (House of Commons) to TREATY ITC AH NOT in the CRAG Treaty ITC procedure,urn:procedure-editor:BusinessStep:146,urn:procedure-editor:Step:833
