id,label,forbusinessstep,depthinprocedure,displaydepth,triplestoreid
512,Joint Committee on Human Rights (JCHR) recommended a draft remedial order be laid and the Government reconsider the drafting of the order has step depth 5.199999809265137 in the Proposed draft remedial order procedure,1905,42,5.199999809265137,fqj722Bh
513,Chamber debate has step depth 17 in the Draft affirmative remedial order procedure,2,43,17,YEGOXEGb
514,Laid before the House of Commons has step depth 2 in the Draft affirmative remedial order procedure,4,43,2,vh7poUGp
515,Instrument comes into force as law has step depth 27 in the Draft affirmative remedial order procedure,9,43,27,XAzNE5rQ
516,Laid before the House of Lords has step depth 2 in the Draft affirmative remedial order procedure,12,43,2,Csoh8v67
517,Instrument created has step depth 1 in the Draft affirmative remedial order procedure,14,43,1,AjsA5uA9
518,Instrument made (signed into law) has step depth 26 in the Draft affirmative remedial order procedure,15,43,26,1HVSMQq1
519,Grand Committee debate has step depth 16 in the Draft affirmative remedial order procedure,21,43,16,VA0X0Uxh
520,Chamber debate has step depth 12 in the Draft affirmative remedial order procedure,23,43,12,0K9vQsTV
521,Question on motion to approve the instrument put has step depth 13 in the Draft affirmative remedial order procedure,26,43,13,IdUmRkQm
522,Motion to approve the instrument withdrawn has step depth 22 in the Draft affirmative remedial order procedure,28,43,22,CXYBchsz
523,Motion to approve the instrument withdrawn has step depth 13 in the Draft affirmative remedial order procedure,29,43,13,Pc3XkKaC
524,Non-fatal motion to object to the instrument tabled has step depth 7 in the Draft affirmative remedial order procedure,32,43,7,Bzf6MvFC
525,Motion to approve the instrument tabled by the Government has step depth 5 in the Draft affirmative remedial order procedure,33,43,5,k3YvELPk
526,Considered for English votes for English laws (EVEL) certification has step depth 10 in the Draft affirmative remedial order procedure,34,43,10,ufXTnuTB
527,Non-fatal motion to object to the instrument withdrawn has step depth 20 in the Draft affirmative remedial order procedure,36,43,20,tR6HbAdh
528,Delegated Legislation Committee (DLC) debate has step depth 12 in the Draft affirmative remedial order procedure,38,43,12,xWi7zszT
529,Instrument approved has step depth 23 in the Draft affirmative remedial order procedure,39,43,23,l5aGimqt
530,Instrument approved has step depth 15 in the Draft affirmative remedial order procedure,40,43,15,dXlxkWzm
531,Question on motion to approve the instrument put has step depth 22 in the Draft affirmative remedial order procedure,42,43,22,ed2VDY5U
532,Question on non-fatal motion to object to the instrument put has step depth 20 in the Draft affirmative remedial order procedure,43,43,20,4s4eqaDH
533,Motion to approve the instrument tabled by the Government has step depth 6 in the Draft affirmative remedial order procedure,50,43,6,JSmiELQ0
534,Approval period ends has step depth 11 in the Draft affirmative remedial order procedure,53,43,11,zpvk8Iln
535,Non-fatal motion to object to the instrument approved has step depth 21 in the Draft affirmative remedial order procedure,60,43,21,orrkA4lc
536,Non-fatal motion to object to the instrument rejected has step depth 21 in the Draft affirmative remedial order procedure,61,43,21,j0aE3I0F
537,Certified as England only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Draft affirmative remedial order procedure,68,43,10.100000381469727,XnnDNuEy
538,Certified as England and Wales only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Draft affirmative remedial order procedure,74,43,10.100000381469727,kgWIlg6N
539,"Certified as England, Wales and Northern Ireland only under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Draft affirmative remedial order procedure",75,43,10.100000381469727,7Q36WGvk
540,Instrument rejected has step depth 23 in the Draft affirmative remedial order procedure,78,43,23,hpExdAfm
541,Instrument can be made (signed into law) has step depth 24 in the Draft affirmative remedial order procedure,85,43,24,a7SL3ocE
542,Instrument cannot become law has step depth 24 in the Draft affirmative remedial order procedure,91,43,24,RNkaFbiF
543,Not certified under the English votes for English laws (EVEL) process has step depth 10.100000381469727 in the Draft affirmative remedial order procedure,94,43,10.100000381469727,nLQhOxvm
544,Instrument rejected has step depth 15 in the Draft affirmative remedial order procedure,96,43,15,gHeCr39E
545,Decision on motion to approve the instrument deferred has step depth 14 in the Draft affirmative remedial order procedure,100,43,14,e62HRBu3
546,Instrument withdrawn from the House of Lords has step depth 4 in the Draft affirmative remedial order procedure,106,43,4,Mm8b5lmj
547,Instrument withdrawn from the House of Commons has step depth 4 in the Draft affirmative remedial order procedure,107,43,4,NmhqZveK
548,Procedure concluded in the House of Commons and the House of Lords has step depth 25 in the Draft affirmative remedial order procedure,111,43,25,0Ssjn75C
549,Non-fatal motion to object to the instrument not moved has step depth 20 in the Draft affirmative remedial order procedure,188,43,20,AZPDnLUm
550,Motion to approve the instrument lapsed at end of session has step depth 13 in the Draft affirmative remedial order procedure,213,43,13,OWnCWMsr
551,Motion to approve the instrument lapsed at end of session has step depth 22 in the Draft affirmative remedial order procedure,214,43,22,4AFIQV6T
552,Non-fatal motion to object to the instrument lapsed at end of session has step depth 20 in the Draft affirmative remedial order procedure,215,43,20,XvnZHBkQ
553,Considered by the Joint Committee on Human Rights (JCHR) has step depth 9 in the Draft affirmative remedial order procedure,247,43,9,Pbi2Tq14
554,Motion to approve the instrument not moved has step depth 13 in the Draft affirmative remedial order procedure,1135,43,13,vDgP9E23
555,Motion to approve the instrument not called has step depth 13 in the Draft affirmative remedial order procedure,1136,43,13,Gsn7xgXI
556,Motion to approve the instrument not moved has step depth 22 in the Draft affirmative remedial order procedure,1139,43,22,zZSsNkU0
557,Motion to approve the instrument not called has step depth 22 in the Draft affirmative remedial order procedure,1140,43,22,YAUgXKGU
558,Non-fatal motion to object to the instrument not called has step depth 20 in the Draft affirmative remedial order procedure,1142,43,20,suUKIhqe
559,Drawn to the special attention of the House by the Joint Committee on Human Rights (JCHR) has step depth 9.100000381469727 in the Draft affirmative remedial order procedure,1407,43,9.100000381469727,2fG7eea2
560,Government response to the decision made by the Joint Committee on Human Rights (JCHR) has step depth 9.300000190734863 in the Draft affirmative remedial order procedure,1413,43,9.300000190734863,zErqsZRJ
561,Ministerial statement of summary of representations on the draft remedial Order has step depth 3 in the Draft affirmative remedial order procedure,1417,43,3,FGuBogqO
562,Ministerial statement of summary of representations on the draft remedial Order has step depth 3 in the Draft affirmative remedial order procedure,1418,43,3,cscWIAOD
563,Joint Committee on Human Rights (JCHR) recommended the draft Order should be approved has step depth 9.199999809265137 in the Draft affirmative remedial order procedure,1419,43,9.199999809265137,99A2qM2v
564,Joint Committee on Human Rights (JCHR) recommended the draft Order should not be approved has step depth 9.199999809265137 in the Draft affirmative remedial order procedure,1420,43,9.199999809265137,XImrJmMQ
565,Motion to stop the instrument becoming law tabled has step depth 8 in the Draft affirmative remedial order procedure,1500,43,8,e6aISzSn
566,Motion to stop the instrument becoming law withdrawn has step depth 18 in the Draft affirmative remedial order procedure,1501,43,18,LDmCDxH5
567,Motion to stop the instrument becoming law lapsed at end of session has step depth 18 in the Draft affirmative remedial order procedure,1502,43,18,XbA3gIC5
568,Motion to stop the instrument becoming law not moved has step depth 18 in the Draft affirmative remedial order procedure,1503,43,18,CT6LBasD
569,Motion to stop the instrument becoming law not called has step depth 18 in the Draft affirmative remedial order procedure,1504,43,18,gd1YwURh
570,Question on motion to stop the instrument becoming law put has step depth 18 in the Draft affirmative remedial order procedure,1505,43,18,t7YGUkdJ
571,Motion to stop the instrument becoming law rejected has step depth 19 in the Draft affirmative remedial order procedure,1506,43,19,U35xNOV2
572,Motion to stop the instrument becoming law approved has step depth 19 in the Draft affirmative remedial order procedure,1507,43,19,oSJ9q0Bb
573,Chamber debate has step depth 6 in the Made affirmative remedial order procedure,2,45,6,1iNgWYQI
574,Laid before the House of Commons has step depth 3 in the Made affirmative remedial order procedure,4,45,3,XPVDWxJP
575,Instrument comes into force as law has step depth 2 in the Made affirmative remedial order procedure,9,45,2,teGQjsAM
576,Laid before the House of Lords has step depth 3 in the Made affirmative remedial order procedure,12,45,3,TfjTOzUD
577,Instrument made (signed into law) has step depth 1 in the Made affirmative remedial order procedure,15,45,1,W2uGcbdv
578,Grand Committee debate has step depth 15 in the Made affirmative remedial order procedure,21,45,15,ZrFDbGTK
579,Chamber debate has step depth 13 in the Made affirmative remedial order procedure,23,45,13,LVnv9wkZ
580,Question on motion to approve the instrument put has step depth 17 in the Made affirmative remedial order procedure,26,45,17,dS1DYYeX
581,Motion to approve the instrument withdrawn has step depth 24 in the Made affirmative remedial order procedure,28,45,24,BZqRnRgQ
582,Motion to approve the instrument withdrawn has step depth 17 in the Made affirmative remedial order procedure,29,45,17,8QYvdzHv
583,Non-fatal motion to object to the instrument tabled has step depth 11 in the Made affirmative remedial order procedure,32,45,11,JkPBlLS2
584,Motion to approve the instrument tabled by the Government has step depth 8 in the Made affirmative remedial order procedure,33,45,8,T0ZBYYPq
585,Considered for English votes for English laws (EVEL) certification has step depth 10 in the Made affirmative remedial order procedure,34,45,10,x9npBQ9b
586,Non-fatal motion to object to the instrument withdrawn has step depth 22 in the Made affirmative remedial order procedure,36,45,22,mbxBEerd
587,Delegated Legislation Committee (DLC) debate has step depth 13 in the Made affirmative remedial order procedure,38,45,13,19xQllxC
588,Instrument approved has step depth 25 in the Made affirmative remedial order procedure,39,45,25,3YQYFFe8
589,Instrument approved has step depth 19 in the Made affirmative remedial order procedure,40,45,19,aM68UzxO
